vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,02/02/2021 17:46,02/02/2021 17:49,8668.390625,8669.59375,99.2,99.2,trip,
-8.99632E+18,02/02/2021 17:49,03/02/2021 21:46,8669.59375,8759.53125,99.2,77.2,trip,
-8.99632E+18,03/02/2021 21:46,03/02/2021 21:51,8759.53125,8761.359375,77.2,77.2,trip,
-8.99632E+18,03/02/2021 22:39,03/02/2021 23:40,8761.359375,8819.265625,76.4,61.9,trip,
-8.99632E+18,03/02/2021 23:47,03/02/2021 23:50,8819.265625,8820.390625,61.1,61.1,trip,
-8.99632E+18,03/02/2021 23:54,04/02/2021 00:19,8820.390625,8853.3125,61.1,50.9,trip,
-8.99632E+18,04/02/2021 01:22,04/02/2021 09:52,8853.3125,8853.3125,50.9,65.4,charge,120
-8.99632E+18,04/02/2021 09:52,04/02/2021 10:54,8853.3125,8932.078125,65.4,49,trip,
-8.99632E+18,04/02/2021 10:54,04/02/2021 13:26,8932.078125,8932.109375,49,48.2,trip,
-8.99632E+18,04/02/2021 13:26,04/02/2021 14:22,8932.109375,9011.171875,48.2,25,trip,
-8.99632E+18,04/02/2021 14:36,04/02/2021 14:41,9011.1875,9014,25,23.5,trip,
-8.99632E+18,04/02/2021 14:42,04/02/2021 22:47,9014,9014,23.5,74.5,charge,
-8.99632E+18,04/02/2021 22:47,04/02/2021 22:53,9014,9016.859375,74.5,74.5,trip,
-8.99632E+18,04/02/2021 22:55,04/02/2021 22:55,9016.859375,9016.875,74.5,74.5,trip,
-8.99632E+18,04/02/2021 23:25,04/02/2021 23:33,9016.875,9022.390625,74.5,72.9,trip,
-8.99632E+18,04/02/2021 23:33,04/02/2021 23:52,9022.390625,9022.390625,72.9,75.2,charge,240
-8.99632E+18,04/02/2021 23:52,04/02/2021 23:57,9022.390625,9025.5,75.2,73.7,trip,
-8.99632E+18,05/02/2021 01:25,05/02/2021 01:34,9025.5,9033.484375,74.9,74.1,trip,
-8.99632E+18,05/02/2021 18:00,05/02/2021 18:00,9033.484375,9033.546875,73.7,73.7,trip,
-8.99632E+18,05/02/2021 18:10,05/02/2021 19:13,9033.546875,9119.140625,73.7,55.6,trip,
-8.99632E+18,05/02/2021 19:13,05/02/2021 19:24,9119.140625,9119.15625,55.6,56.4,charge,240
-8.99632E+18,05/02/2021 19:24,05/02/2021 19:28,9119.15625,9120.3125,56.4,56.4,trip,
-8.99632E+18,05/02/2021 22:27,06/02/2021 00:21,9120.3125,9214.28125,56.4,33.3,trip,
-8.99632E+18,06/02/2021 16:28,06/02/2021 16:36,9214.28125,9217.203125,32.5,32.1,trip,
-8.99632E+18,06/02/2021 16:37,06/02/2021 21:44,9217.203125,9217.203125,32.1,63.9,charge,
-8.99632E+18,06/02/2021 21:44,06/02/2021 21:59,9217.203125,9225.171875,63.9,63.9,trip,
-8.99632E+18,06/02/2021 21:59,07/02/2021 13:00,9225.171875,9234.015625,63.9,62.7,trip,
-8.99632E+18,07/02/2021 13:00,07/02/2021 13:52,9234.015625,9319.453125,62.7,41.9,trip,
-8.99632E+18,07/02/2021 15:01,07/02/2021 15:15,9319.453125,9326.046875,41.5,40.7,trip,
-8.99632E+18,07/02/2021 15:15,07/02/2021 19:40,9326.046875,9327.125,40.7,38.4,trip,
-8.99632E+18,07/02/2021 19:40,07/02/2021 21:00,9327.125,9421.515625,38.4,8.6,trip,
-8.99632E+18,08/02/2021 11:13,08/02/2021 11:14,9421.515625,9421.578125,10.9,10.9,trip,
