vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,13/02/2021 23:18,15/02/2021 11:09,10142.79688,10142.79688,56,100,charge,240
-8.99632E+18,15/02/2021 11:09,15/02/2021 12:05,10142.79688,10210.1875,100,83.1,trip,
-8.99632E+18,15/02/2021 12:05,15/02/2021 13:08,10210.1875,10210.21875,83.1,82.7,trip,
-8.99632E+18,15/02/2021 13:08,15/02/2021 13:15,10210.21875,10212.20313,82.7,82.7,trip,
-8.99632E+18,15/02/2021 15:30,15/02/2021 16:11,10212.20313,10272.75,81.9,65.4,trip,
-8.99632E+18,15/02/2021 16:11,15/02/2021 22:37,10272.75,10272.75,65.4,100,charge,240
-8.99632E+18,15/02/2021 22:37,16/02/2021 13:13,10272.75,10277.89063,100,100,trip,
-8.99632E+18,16/02/2021 13:13,16/02/2021 13:23,10277.89063,10282.57813,100,98.8,trip,
-8.99632E+18,16/02/2021 13:23,17/02/2021 18:51,10282.57813,10411.04688,98.8,70.1,trip,
-8.99632E+18,17/02/2021 18:51,17/02/2021 19:14,10411.04688,10415.17188,70.1,69.4,trip,
-8.99632E+18,17/02/2021 20:26,17/02/2021 22:05,10415.17188,10500.6875,69.8,50.1,trip,
-8.99632E+18,17/02/2021 22:06,18/02/2021 09:55,10500.6875,10500.70313,50.1,100,charge,240
-8.99632E+18,18/02/2021 09:55,18/02/2021 09:56,10500.70313,10500.71875,100,100,trip,
-8.99632E+18,18/02/2021 09:56,22/02/2021 15:22,10500.71875,10500.75,100,100,trip,
-8.99632E+18,22/02/2021 15:22,22/02/2021 15:27,10500.75,10502.40625,100,100,trip,
-8.99632E+18,22/02/2021 15:49,22/02/2021 15:56,10502.40625,10504.34375,99.6,99.6,trip,
-8.99632E+18,23/02/2021 13:01,23/02/2021 13:02,10504.35938,10504.375,98.8,98.8,trip,
-8.99632E+18,23/02/2021 23:12,23/02/2021 23:27,10504.375,10522.6875,98.8,93.7,trip,
-8.99632E+18,24/02/2021 01:04,24/02/2021 01:33,10522.6875,10542.9375,92.9,87,trip,
-8.99632E+18,24/02/2021 01:34,24/02/2021 03:58,10542.9375,10542.9375,87,100,charge,240
-8.99632E+18,24/02/2021 03:58,24/02/2021 14:10,10542.9375,10542.96875,100,100,trip,
-8.99632E+18,24/02/2021 14:10,24/02/2021 14:17,10542.96875,10544.8125,100,100,trip,
-8.99632E+18,24/02/2021 14:19,24/02/2021 15:13,10544.8125,10628.625,100,81.5,trip,
-8.99632E+18,24/02/2021 15:13,24/02/2021 15:38,10628.625,10632.57813,81.5,80.3,trip,
-8.99632E+18,24/02/2021 15:38,24/02/2021 17:10,10632.57813,10716.6875,80.3,59.6,trip,
-8.99632E+18,24/02/2021 17:13,24/02/2021 17:27,10716.6875,10722.78125,59.2,58,trip,
-8.99632E+18,25/02/2021 11:23,25/02/2021 11:23,10722.79688,10722.79688,58.4,58.4,trip,
-8.99632E+18,25/02/2021 11:24,25/02/2021 12:57,10722.79688,10722.79688,58.4,67,charge,240
-8.99632E+18,25/02/2021 12:57,25/02/2021 12:57,10722.79688,10722.8125,67,67,trip,
-8.99632E+18,25/02/2021 12:58,25/02/2021 17:40,10722.8125,10722.8125,67,93.3,charge,240
-8.99632E+18,25/02/2021 17:40,25/02/2021 17:54,10722.8125,10730.67188,93.3,92.1,trip,
-8.99632E+18,25/02/2021 17:56,25/02/2021 18:46,10730.67188,10730.67188,92.1,92.1,charge,
