vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,10/03/2021 18:16,10/03/2021 19:20,13024.59375,13047.07813,75.2,71.7,trip,
-8.99632E+18,10/03/2021 19:20,10/03/2021 22:30,13047.07813,13082.90625,71.7,64.3,trip,
-8.99632E+18,10/03/2021 22:30,10/03/2021 22:31,13082.90625,13082.98438,64.3,64.3,trip,
-8.99632E+18,10/03/2021 22:39,10/03/2021 23:31,13082.98438,13254.39063,63.9,32.1,trip,
-8.99632E+18,10/03/2021 23:31,11/03/2021 22:12,13254.39063,13254.39063,32.1,80.3,charge,240
-8.99632E+18,11/03/2021 22:12,11/03/2021 23:10,13254.39063,13340.32813,80.3,53.7,trip,
-8.99632E+18,11/03/2021 23:10,12/03/2021 13:32,13340.32813,13340.32813,53.7,100,charge,240
-8.99632E+18,12/03/2021 13:32,12/03/2021 14:28,13340.32813,13425,100,79.6,trip,
-8.99632E+18,12/03/2021 14:37,12/03/2021 15:00,13425,13433.84375,79.2,78.4,trip,
-8.99632E+18,12/03/2021 15:00,12/03/2021 15:04,13433.84375,13434.0625,78.4,78.4,trip,
-8.99632E+18,12/03/2021 15:04,12/03/2021 17:28,13434.0625,13442.98438,78.4,76,trip,
-8.99632E+18,12/03/2021 17:28,12/03/2021 17:43,13442.98438,13446.98438,76,75.6,trip,
-8.99632E+18,12/03/2021 22:20,13/03/2021 06:38,13446.98438,13446.98438,,100,charge,240
-8.99632E+18,13/03/2021 06:38,13/03/2021 12:26,13446.98438,13532.29688,100,100,trip,
-8.99632E+18,13/03/2021 12:26,13/03/2021 13:54,13532.29688,13586.17188,100,83.9,trip,
-8.99632E+18,13/03/2021 14:02,13/03/2021 14:57,13586.17188,13659.5625,83.5,71.3,trip,
-8.99632E+18,13/03/2021 16:20,13/03/2021 18:10,13659.5625,13782.09375,71.3,34.5,trip,
-8.99632E+18,13/03/2021 18:11,14/03/2021 12:12,13782.09375,13782.09375,34.5,100,charge,240
-8.99632E+18,14/03/2021 12:12,14/03/2021 13:01,13782.09375,13867.5625,100,79.2,trip,
-8.99632E+18,14/03/2021 15:19,15/03/2021 15:58,13867.5625,14039.28125,78.8,54.5,trip,
-8.99632E+18,15/03/2021 15:58,16/03/2021 16:12,14039.28125,14039.28125,54.5,81.5,charge,240
-8.99632E+18,16/03/2021 16:12,16/03/2021 18:06,14039.28125,14131.84375,81.5,57.2,trip,
-8.99632E+18,16/03/2021 22:48,17/03/2021 18:18,14131.84375,14131.84375,57.6,100,charge,240
-8.99632E+18,17/03/2021 18:18,17/03/2021 19:20,14131.84375,14217.35938,100,81.9,trip,
-8.99632E+18,17/03/2021 20:34,17/03/2021 22:12,14217.35938,14301.03125,81.5,62.3,trip,
-8.99632E+18,17/03/2021 22:13,18/03/2021 05:14,14301.03125,14301.03125,62.3,100,charge,240
-8.99632E+18,18/03/2021 05:14,18/03/2021 21:13,14301.03125,14389.60938,100,81.9,trip,
-8.99632E+18,18/03/2021 21:13,18/03/2021 21:25,14389.60938,14393.3125,81.9,80.7,trip,
-8.99632E+18,18/03/2021 21:25,18/03/2021 23:00,14393.3125,14484.89063,80.7,57.2,trip,
-8.99632E+18,18/03/2021 23:00,19/03/2021 14:54,14484.89063,14484.89063,57.2,100,charge,240
-8.99632E+18,19/03/2021 14:54,19/03/2021 14:59,14484.89063,14486.5,100,100,trip,
-8.99632E+18,19/03/2021 15:02,19/03/2021 17:40,14486.51563,14654.67188,100,48.2,trip,
