vin,timestamp,end_time,duration,odo,end_odo,soc,end_soc,event,charge_mode
-1.12313E+18,04/01/202109:07,04/01/202109:09,Odays00:02:17,173438.0313,173438.0625,65,64.7,trip
-1.12313E+18,04/01/202109:09,04/01/202109:16,0days00:06:07,173438.0625,173443.0781,64.7,62.7,trip
-1.12313E+18,04/01/202109:16,04/01/202109:17,0days00:00:04,173443.0781,173443.0781,62.7,62.7,trip
-1.12313E+18,04/01/202109:17,04/01/202109:43,0days00:26:03,173443.0781,173443.0781,62.7,75.2,charge,DCCharging
-1.12313E+18,04/01/202109:43,04/01/202111:30,Odays01:46:53,173443.0781,173519.7969,75.2,49,trip
-1.12313E+18,04/01/202111:50,04/01/202111:50,odays00:00:21,173519.8125,173519.8281,48.6,48.6,trip
-1.12313E+18,04/01/202111:50,04/01/202113:03,0days01:12:38,173519.8281,173519.9375,48.6,47.8,trip
-1.12313E+18,04/01/202113:03,04/01/202114:08,0days01:05:36,173519.9375,173575.25,47.8,29,trip
-1.12313E+18,04/01/202114:09,04/01/202114:32,Odays00:23:09,173575.25,173575.25,29,51.7,charge,DCCharging
-1.12313E+18,04/01/202114:32,04/01/202114:51,Odays00:18:22,173575.25,173584.875,51.7,50.1,trip
-1.12313E+18,04/01/202114:52,04/01/202115:38,0days00:46:46,173584.875,173584.875,50.1,83.5,charge,DCCharging
-1.12313E+18,04/01/202115:38,04/01/202118:13,0days02:34:16,173584.875,173692.2656,83.5,49,trip
-1.12313E+18,04/01/202118:14,04/01/202118:25,Odays00:11:24,173692.2656,173694.375,49,47.8,trip
-1.12313E+18,05/01/202109:58,05/01/202110:47,odays00:49:22,173694.375,173719.4063,46.6,34.9,trip
-1.12313E+18,05/01/202110:50,05/01/202112:01,odays01:11:10,173719.4063,173719.4063,34.9,82.3,harge,DCCharging
-1.12313E+18,05/01/202112:01,05/01/202112:55,0days00:54:14,173719.4063,173745.3906,82.3,74.5,trip
-1.12313E+18,05/01/202113:05,05/01/202113:42,0days00:37:17,173745.3906,173748.625,74.5,73.3,trip
-1.12313E+18,05/01/202115:58,05/01/202117:33,Odays01:35:22,173748.625,173801.8281,74.9,56,trip
-1.12313E+18,06/01/202109:49,06/01/202111:38,Odays01:48:57,173801.8281,173867.8906,53.3,22.7,trip
-1.12313E+18,06/01/202111:39,06/01/202113:05,0days01:25:57,173867.8906,173867.8906,22.7,86.6,charge,DCCharging
-1.12313E+18,06/01/202113:05,06/01/202114:34,0days01:29:18,173867.8906,173921.3281,86.6,72.5,trip
-1.12313E+18,06/01/202114:37,06/01/202115:29,0days00:52:26,173921.3281,173955.9844,72.5,61.1,trip
-1.12313E+18,06/01/202115:34,06/01/202117:47,Odays02:12:59,173955.9844,174061,60.7,27.4,trip
-1.12313E+18,06/01/202121:03,06/01/202121:13,odays00:09:45,174061,174064.3281,29,26.6,trip
-1.12313E+18,06/01/202121:28,06/01/202122:06,0days00:38:45,174064.3281,174076.5313,25.8,21.9,trip
-1.12313E+18,06/01/202122:08,06/01/202123:05,0days00:57:25,174076.5313,174076.5313,21.9,76,charge,DCCharging
-1.12313E+18,06/01/202123:05,06/01/202123:12,Odays00:06:26,174076.5313,174079.2188,76,76,trip
-1.12313E+18,07/01/202103:17,07/01/202104:56,Odays01:39:12,174079.2188,174196.2344,76,25.8,trip
-1.12313E+18,07/01/202104:57,07/01/202106:19,0days01:21:59,174196.2344,174196.2344,25.8,87.8,charge,DCCharging
-1.12313E+18,07/01/202106:19,07/01/202107:58,0days01:39:37,174196.2344,174328.9219,87.8,41.9,trip
-1.12313E+18,07/01/202119:24,07/01/202120:45,0days01:21:11,174328.9219,174411.7813,45.4,9.4,trip
-1.12313E+18,07/01/202120:45,07/01/202120:46,Odays00:00:52,174411.7813,174411.7813,9.4,,charge
