vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,11/04/2021 15:17,11/04/2021 15:39,18429.75,18435.3125,89,87.8,trip,
-8.99632E+18,11/04/2021 15:39,11/04/2021 18:31,18435.3125,18440.76563,87.8,86.2,trip,
-8.99632E+18,11/04/2021 18:31,11/04/2021 20:27,18440.76563,18546.6875,86.2,57.6,trip,
-8.99632E+18,11/04/2021 21:15,11/04/2021 21:17,18546.6875,18547.54688,57.2,57.2,trip,
-8.99632E+18,12/04/2021 13:09,12/04/2021 14:29,18547.54688,18547.54688,56.4,56.4,trip,
-8.99632E+18,12/04/2021 15:01,12/04/2021 16:06,18547.54688,18643.46875,56,32.9,trip,
-8.99632E+18,12/04/2021 16:19,12/04/2021 16:40,18643.46875,18653.9375,32.9,30.9,trip,
-8.99632E+18,12/04/2021 16:40,12/04/2021 17:55,18653.9375,18653.9375,30.9,39.2,charge,240
-8.99632E+18,12/04/2021 17:55,12/04/2021 18:13,18653.9375,18661,39.2,38.4,trip,
-8.99632E+18,12/04/2021 18:25,12/04/2021 18:48,18661,18662.10938,38.4,38,trip,
-8.99632E+18,12/04/2021 18:48,12/04/2021 19:25,18662.10938,18664.90625,38,37.2,trip,
-8.99632E+18,12/04/2021 19:25,12/04/2021 19:42,18664.90625,18664.90625,37.2,37.2,trip,
-8.99632E+18,12/04/2021 19:43,12/04/2021 19:51,18664.90625,18667.42188,37.2,36.4,trip,
-8.99632E+18,12/04/2021 19:57,12/04/2021 20:15,18667.42188,18672.8125,36,35.2,trip,
-8.99632E+18,12/04/2021 20:15,12/04/2021 20:43,18672.8125,18672.8125,35.2,35.2,charge,DCCharging
-8.99632E+18,12/04/2021 20:43,12/04/2021 20:45,18672.8125,18673.5,35.2,35.2,trip,
-8.99632E+18,12/04/2021 20:46,12/04/2021 22:31,18673.5,18673.5,35.2,87.4,charge,DCCharging
-8.99632E+18,12/04/2021 22:31,12/04/2021 23:33,18673.5,18772.25,87.4,61.9,trip,
-8.99632E+18,13/04/2021 12:37,13/04/2021 12:53,18772.25,18787.79688,63.1,59.6,trip,
-8.99632E+18,13/04/2021 14:15,13/04/2021 14:16,18787.79688,18787.90625,58.4,58.4,trip,
-8.99632E+18,13/04/2021 14:26,13/04/2021 14:41,18787.90625,18802.39063,58,54.9,trip,
-8.99632E+18,13/04/2021 19:19,13/04/2021 19:21,18802.39063,18803.28125,54.5,54.5,trip,
-8.99632E+18,13/04/2021 19:30,13/04/2021 19:34,18803.28125,18804.14063,54.1,54.1,trip,
-8.99632E+18,13/04/2021 19:54,13/04/2021 20:15,18804.14063,18819.64063,54.1,50.1,trip,
-8.99632E+18,13/04/2021 21:41,13/04/2021 21:53,18819.64063,18824.75,49.4,48.6,trip,
-8.99632E+18,13/04/2021 21:53,13/04/2021 23:25,18824.75,18824.75,48.6,96.4,charge,DCCharging
-8.99632E+18,13/04/2021 23:25,13/04/2021 23:41,18824.75,18837.60938,96.4,93.7,trip,
-8.99632E+18,13/04/2021 23:41,14/04/2021 13:02,18837.60938,18853.1875,93.7,89.8,trip,
-8.99632E+18,14/04/2021 13:02,14/04/2021 13:02,18853.1875,18853.28125,89.8,89.8,trip,
-8.99632E+18,14/04/2021 13:08,14/04/2021 13:16,18853.28125,18858.79688,89.8,88.2,trip,
-8.99632E+18,14/04/2021 13:39,14/04/2021 13:46,18858.79688,18863.46875,88.2,87.4,trip,
-8.99632E+18,14/04/2021 13:49,14/04/2021 14:13,18863.46875,18863.46875,87.4,95.6,charge,DCCharging
