vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,17/01/2021 23:00,17/01/2021 23:12,6676.609375,6689.75,42.7,39.2,trip,
-8.99632E+18,17/01/2021 23:12,18/01/2021 11:19,6689.75,6766.881646,39.2,38.8,trip,
-8.99632E+18,18/01/2021 11:19,19/01/2021 09:46,6766.881646,6766.881646,38.8,78,charge,120
-8.99632E+18,19/01/2021 09:46,19/01/2021 10:59,6766.881646,6774.59375,78,60.3,trip,
-8.99632E+18,19/01/2021 12:18,19/01/2021 12:26,6774.59375,6777.3125,60.7,60.7,trip,
-8.99632E+18,19/01/2021 12:41,19/01/2021 12:58,6777.3125,6783.890625,60,59.2,trip,
-8.99632E+18,19/01/2021 13:15,19/01/2021 13:30,6783.890625,6784.484375,58.4,58.4,trip,
-8.99632E+18,19/01/2021 15:01,19/01/2021 15:04,6784.484375,6785.125,58,58,trip,
-8.99632E+18,19/01/2021 16:27,19/01/2021 17:29,6785.125,6864.15625,58,29.8,trip,
-8.99632E+18,19/01/2021 21:03,20/01/2021 18:20,6864.15625,6864.15625,32.1,69.4,charge,120
-8.99632E+18,20/01/2021 18:20,20/01/2021 18:23,6864.15625,6865.796875,69.4,69,trip,
-8.99632E+18,20/01/2021 18:23,20/01/2021 20:39,6865.796875,6950.296875,69,50.5,trip,
-8.99632E+18,20/01/2021 20:39,20/01/2021 21:50,6950.296875,7000.1875,50.5,38,trip,
-8.99632E+18,20/01/2021 21:51,20/01/2021 22:38,7000.1875,7000.1875,38,79.6,charge,
-8.99632E+18,20/01/2021 22:38,20/01/2021 23:16,7000.1875,7057,79.6,61.9,trip,
-8.99632E+18,21/01/2021 00:19,21/01/2021 09:39,7057,7057,61.9,78.8,charge,120
-8.99632E+18,21/01/2021 09:39,21/01/2021 10:51,7057,7137.109375,78.8,59.2,trip,
-8.99632E+18,21/01/2021 10:51,21/01/2021 10:54,7137.109375,7138.171875,59.2,59.2,trip,
-8.99632E+18,21/01/2021 13:33,21/01/2021 13:35,7138.171875,7138.171875,58.4,58.4,trip,
-8.99632E+18,21/01/2021 13:43,21/01/2021 14:03,7138.171875,7146.4375,58,56.8,trip,
-8.99632E+18,21/01/2021 14:03,21/01/2021 14:51,7146.4375,7146.4375,56.8,82.7,charge,DC Charging
-8.99632E+18,21/01/2021 14:51,21/01/2021 15:00,7146.4375,7149.375,82.7,82.3,trip,
-8.99632E+18,21/01/2021 15:59,21/01/2021 16:41,7149.375,7170.859375,82.3,76.4,trip,
-8.99632E+18,21/01/2021 16:50,21/01/2021 17:25,7170.859375,7189.78125,76,73.3,trip,
-8.99632E+18,21/01/2021 17:39,21/01/2021 18:19,7189.78125,7189.78125,72.5,79.2,charge,240
-8.99632E+18,21/01/2021 18:19,21/01/2021 18:19,7189.78125,7189.78125,79.2,79.2,trip,
-8.99632E+18,21/01/2021 18:20,21/01/2021 18:59,7189.78125,7189.78125,79.2,85,charge,240
-8.99632E+18,21/01/2021 18:59,21/01/2021 19:02,7189.78125,7190.9375,85,85,trip,
-8.99632E+18,21/01/2021 22:11,21/01/2021 23:19,7190.9375,7276.265625,85,60.3,trip,
-8.99632E+18,21/01/2021 23:19,22/01/2021 09:49,7276.265625,7276.265625,60.3,78.8,charge,120
-8.99632E+18,22/01/2021 09:49,22/01/2021 10:56,7276.265625,7361.375,78.8,60.3,trip,
-8.99632E+18,22/01/2021 13:14,22/01/2021 13:31,7361.375,7371.640625,60,58,trip,
