vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
·2.47174E+18,28/05/202112:33,28/05/202118:56,"8,782,421,875","8,963,484,375",584,247,trip,
·2.47174E+l8,28/05/202119:13,28/05/202119:18,"8,963,484,375","896,578,125",243,231,trip,
·2.47174E+18,28/05/202119:37,28/05/202119:51,"896,578,125","8,971,859,375",231,223,trip,
·2.47174E+l8,28/05/202119:52,28/05/2021 20:10,"8,971,859,375","8,971,859,375",223,223,charge,
·2.47174E+18,28/05/2021 20:10,28/05/2021 21:23,"8,971,859,375","9,006,984,375",223,168,trip,
·2.47174E+18,28/05/2021 21:24,28/05/2021 21:54,"9,006,984,375","9,006,984,375",168,494,charge,DCCharging
·2.47174E+l8,28/05/2021 21:54,28/05/2021 22:34,"9,006,984,375","9,037,890,625",494,435,trip,
·2.47174E+18,28/05/2021 22:38,28/05/2021 23:32,"9,037,890,625","9,037,890,625",,862,charge,DCCharging
·2.47174E+l8,28/05/2021 23:32,28/05/2021 23:47,"9,037,890,625","904,690,625",862,843,trip,
·2.47174E+18,28/05/2021 23:47,29/05/202108:00,"904,690,625","904,690,625",843,949,charge,120
·2.47174E+18,29/05/2021 08:00,29/05/202117:22,"904,690,625","942,509,375",949,203,trip,
·2.47174E+l8,29/05/202117:22,29/05/202117:50,"942,509,375","942,509,375",203,239,charge,240
·2.47174E+18,29/05/202117:50,29/05/202118:22,"942,509,375","944,996,875",239,203,trip,
·2.47174E+l8,29/05/202118:53,29/05/ 202119:15,"944,996,875","9,465,828,125",20,176,trip,
·2.47174E+18,29/05/202119:16,29/05/202119:39,"9,465,828,125","9,465,828,125",176,176,charge,120
·2.47174E+18,29/05/202119:39,29/05/202119:53,"9,465,828,125","947,765,625",176,164,trip,
·2.47174E+l8,29/05/202119:53,29/05/2021 22:35,"947,765,625","947,765,625",164,333,charge,240
·2.47174E+18,29/05/2021 22:35,29/05/2021 22:37,"947,765,625","9,477,890,625",333,333,trip,
·2.47174E+l8,30/05/202 100:35,30/05/202100:51,"9,477,890,625","949,040,625",333,309,trip,
·2.47174E+18,30/05/2021 00:51,30/05/202100:57,"949,040,625","949,040,625",309,309,charge,120
·2.47174E+18,30/05/2021 00:57,30/05/202101:53,"949,040,625","95,234,375",309,247,trip,
·2.47174E+l8,30/05/202101:54,30/05/202102:55,"95,234,375","95,234,375",247,772,charge,DCCharging
·2.47174E+18,30/05/2021 02:55,30/05/202103:10,"95,234,375","953,246,875",772,752,trip,
·2.47174E+l8,30/05/202 103:12,30/05/ 202108:27,"953,246,875","953,246,875",752,815,charge,
·2.47174E+18,30/05/202108:27,30/05/202111:09,"953,246,875","963,934,375",815,607,trip,
·2.47174E+18,30/05/202111:10,30/05/202114:01,"963,934,375","963,934,375",607,639,charge,120
·2.47174E+l8,30/05/202114:01,30/05/202117:33,"963,934,375","9,766,671,875",639,407,trip,
·2.47174E+18,30/05/202117:34,30/05/202117:47,"9,766,671,875","9,766,671,875",407,407,charge,120
·2.47174E+l8,30/05/202 117:47,30/05/2021 19:33,"9,766,671,875","9,861,796,875",407,243,trip,
·2.47174E+18,30/05/202119:37,30/05/2021 20:09,"9,861,796,875","9,861,796,875",,556,charge,
·2.47174E+18,30/05/2021 20:09,30/05/2021 20:14,"9,861,796,875","9,862,953,125",556,556,trip,
·2.47174E+l8,30/05/202121:11,30/05/2021 21:36,"9,862,953,125","9,883,421,875",552,513,trip,
