vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,20/04/2021 02:41,20/04/2021 14:17,19973.59375,20153.15625,79.2,26.2,trip,
-8.99632E+18,20/04/2021 14:17,20/04/2021 14:52,20153.15625,20164.73438,26.2,24.3,trip,
-8.99632E+18,20/04/2021 14:52,20/04/2021 16:05,20164.73438,20164.73438,24.3,78.4,charge,DC Charging
-8.99632E+18,20/04/2021 16:05,20/04/2021 17:20,20164.73438,20250.04688,78.4,62.3,trip,
-8.99632E+18,20/04/2021 18:34,20/04/2021 18:55,20250.04688,20255.26563,60.3,59.2,trip,
-8.99632E+18,20/04/2021 19:05,20/04/2021 21:22,20255.26563,20352.10938,58.8,37.2,trip,
-8.99632E+18,20/04/2021 21:32,20/04/2021 21:33,20352.125,20352.125,37.2,37.2,trip,
-8.99632E+18,21/04/2021 17:45,21/04/2021 18:00,20352.125,20366.32813,36,32.1,trip,
-8.99632E+18,21/04/2021 18:11,21/04/2021 18:31,20366.32813,20369.78125,32.5,31.7,trip,
-8.99632E+18,21/04/2021 18:32,21/04/2021 20:20,20369.78125,20369.78125,31.7,46.6,charge,240
-8.99632E+18,21/04/2021 20:20,21/04/2021 20:42,20369.78125,20388.46875,46.6,43.9,trip,
-8.99632E+18,21/04/2021 21:04,21/04/2021 21:15,20388.46875,20394.23438,43.9,42.7,trip,
-8.99632E+18,21/04/2021 21:18,21/04/2021 22:20,20394.23438,20394.23438,42.7,86.6,charge,
-8.99632E+18,21/04/2021 22:20,21/04/2021 22:21,20394.23438,20394.28125,86.6,86.6,trip,
-8.99632E+18,21/04/2021 22:21,21/04/2021 22:28,20394.28125,20397.65625,86.6,86.6,trip,
-8.99632E+18,22/04/2021 00:04,22/04/2021 00:17,20397.65625,20405.28125,85.8,83.9,trip,
-8.99632E+18,22/04/2021 00:17,22/04/2021 09:12,20405.28125,20415.875,83.9,80.7,trip,
-8.99632E+18,22/04/2021 09:12,22/04/2021 09:24,20415.875,20415.875,80.7,80.7,trip,
-8.99632E+18,22/04/2021 10:45,22/04/2021 11:08,20415.875,20428.96875,80.7,77.2,trip,
-8.99632E+18,22/04/2021 12:13,22/04/2021 12:36,20428.96875,20513.45313,76.8,74.9,trip,
-8.99632E+18,22/04/2021 12:36,22/04/2021 16:44,20513.45313,20513.45313,74.9,82.3,charge,DC Charging
-8.99632E+18,22/04/2021 16:44,22/04/2021 16:44,20513.45313,20513.45313,82.3,82.3,trip,
-8.99632E+18,22/04/2021 16:44,22/04/2021 16:59,20513.45313,20515.46875,82.3,81.9,trip,
-8.99632E+18,22/04/2021 16:59,22/04/2021 17:10,20515.46875,20519.03125,81.9,81.5,trip,
-8.99632E+18,22/04/2021 19:53,22/04/2021 20:10,20519.03125,20524.14063,81.1,80.7,trip,
-8.99632E+18,22/04/2021 22:17,22/04/2021 22:27,20524.14063,20527.25,80.3,79.6,trip,
-8.99632E+18,22/04/2021 22:49,22/04/2021 23:08,20527.25,20533.23438,79.6,78,trip,
-8.99632E+18,23/04/2021 11:36,23/04/2021 11:39,20533.23438,20534.04688,77.6,77.6,trip,
-8.99632E+18,23/04/2021 11:52,23/04/2021 11:59,20534.04688,20536,77.6,77.6,trip,
-8.99632E+18,23/04/2021 11:59,23/04/2021 19:56,20536,20616.39063,77.6,58.4,trip,
-8.99632E+18,23/04/2021 19:56,23/04/2021 20:30,20616.39063,20639.39063,58.4,55.2,trip,
-8.99632E+18,23/04/2021 20:30,24/04/2021 14:43,20639.39063,20654.71875,55.2,50.1,trip,
