vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,24/03/2021 23:37,25/03/2021 18:03,16260.78125,16260.78125,31.7,100,charge,240
-8.99632E+18,25/03/2021 18:03,25/03/2021 19:12,16260.78125,16347.01563,100,81.1,trip,
-8.99632E+18,25/03/2021 19:25,25/03/2021 19:51,16347.03125,16354.53125,81.1,80.3,trip,
-8.99632E+18,25/03/2021 21:05,25/03/2021 22:38,16354.53125,16441.34375,80.3,60.7,trip,
-8.99632E+18,25/03/2021 22:39,26/03/2021 00:24,16441.34375,16441.34375,60.7,69.4,charge,240
-8.99632E+18,26/03/2021 00:24,26/03/2021 00:29,16441.34375,16443.01563,69.4,68.6,trip,
-8.99632E+18,26/03/2021 00:43,26/03/2021 00:47,16443.01563,16444.75,68.6,68.6,trip,
-8.99632E+18,26/03/2021 00:48,28/03/2021 12:04,16444.75,16444.75,,100,charge,240
-8.99632E+18,28/03/2021 12:04,28/03/2021 12:57,16444.75,16530.1875,100,80.3,trip,
-8.99632E+18,28/03/2021 15:22,28/03/2021 16:41,16530.1875,16615.40625,80,59.6,trip,
-8.99632E+18,29/03/2021 15:16,29/03/2021 15:38,16615.40625,16630.23438,59.6,55.6,trip,
-8.99632E+18,29/03/2021 15:49,29/03/2021 16:04,16630.23438,16645.625,55.2,51.3,trip,
-8.99632E+18,29/03/2021 16:04,30/03/2021 17:47,16645.625,16652.125,51.3,50.1,trip,
-8.99632E+18,30/03/2021 17:47,31/03/2021 00:10,16652.125,16652.125,50.1,66.2,charge,240
-8.99632E+18,31/03/2021 00:10,31/03/2021 00:21,16652.125,16658.625,66.2,65.4,trip,
-8.99632E+18,31/03/2021 00:21,31/03/2021 00:25,16658.625,16673.48438,65.4,64.7,trip,
-8.99632E+18,31/03/2021 00:25,31/03/2021 13:28,16673.48438,16673.48438,64.7,95.6,charge,240
-8.99632E+18,31/03/2021 13:28,31/03/2021 13:28,16673.48438,16673.48438,95.6,95.6,trip,
-8.99632E+18,31/03/2021 13:31,31/03/2021 13:31,16673.5,16673.51563,95.2,95.2,trip,
-8.99632E+18,31/03/2021 13:37,31/03/2021 13:38,16673.51563,16673.6875,95.2,95.2,trip,
-8.99632E+18,31/03/2021 13:38,31/03/2021 14:24,16673.6875,16673.79688,95.2,95.2,trip,
-8.99632E+18,31/03/2021 14:24,31/03/2021 14:25,16673.79688,16673.90625,95.2,95.2,trip,
-8.99632E+18,31/03/2021 14:26,31/03/2021 14:27,16673.90625,16673.90625,95.2,95.2,charge,
-8.99632E+18,31/03/2021 14:27,31/03/2021 14:28,16673.90625,16674.10938,95.2,95.2,trip,
-8.99632E+18,31/03/2021 14:28,31/03/2021 15:54,16674.10938,16674.20313,95.2,94.9,trip,
-8.99632E+18,31/03/2021 15:54,31/03/2021 16:08,16674.20313,16689.8125,94.9,90.1,trip,
-8.99632E+18,31/03/2021 16:08,31/03/2021 17:46,16689.8125,16689.84375,90.1,89.8,trip,
-8.99632E+18,31/03/2021 17:46,31/03/2021 19:04,16689.84375,16779.6875,89.8,72.9,trip,
-8.99632E+18,31/03/2021 20:06,31/03/2021 20:27,16779.6875,16785.15625,72.1,71.3,trip,
-8.99632E+18,31/03/2021 21:47,31/03/2021 22:05,16785.15625,16790.8125,71.3,70.1,trip,
-8.99632E+18,31/03/2021 22:08,31/03/2021 23:34,16790.8125,16881.03125,69.8,44.3,trip,
-8.99632E+18,31/03/2021 23:35,01/04/2021 10:32,16881.03125,16881.03125,44.3,100,charge,240
