vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,09/01/2021 16:09,09/01/2021 16:16,5366.875,5445.390625,56.8,56.4,trip,
-8.99632E+18,09/01/2021 16:16,10/01/2021 15:15,5445.390625,5445.390625,56.4,78,charge,120
-8.99632E+18,10/01/2021 15:15,10/01/2021 15:22,5445.390625,5446.46875,78,78,trip,
-8.99632E+18,10/01/2021 19:35,10/01/2021 19:53,5446.46875,5454.53125,76.4,74.1,trip,
-8.99632E+18,10/01/2021 19:53,10/01/2021 20:55,5454.53125,5540.78125,74.1,48.6,trip,
-8.99632E+18,11/01/2021 00:08,11/01/2021 14:12,5540.78125,5540.78125,49.4,74.5,charge,120
-8.99632E+18,11/01/2021 14:12,11/01/2021 14:18,5540.78125,5540.8125,74.5,74.1,trip,
-8.99632E+18,11/01/2021 14:18,11/01/2021 15:15,5540.8125,5631.203125,74.1,54.9,trip,
-8.99632E+18,11/01/2021 15:23,11/01/2021 15:28,5631.203125,5633.40625,54.1,54.1,trip,
-8.99632E+18,11/01/2021 15:47,11/01/2021 15:52,5633.40625,5635.734375,53.7,53.7,trip,
-8.99632E+18,11/01/2021 17:02,11/01/2021 18:22,5635.734375,5730.109375,53.3,27,trip,
-8.99632E+18,11/01/2021 18:31,11/01/2021 18:45,5730.125,5735.203125,27,26.2,trip,
-8.99632E+18,11/01/2021 18:45,12/01/2021 10:32,5735.203125,5735.203125,26.2,100,charge,240
-8.99632E+18,12/01/2021 10:32,12/01/2021 10:40,5735.203125,5739.125,100,99.2,trip,
-8.99632E+18,12/01/2021 10:40,12/01/2021 11:39,5739.125,5824.203125,99.2,78,trip,
-8.99632E+18,12/01/2021 11:39,13/01/2021 13:07,5824.203125,5909.734375,78,53.7,trip,
-8.99632E+18,13/01/2021 13:07,13/01/2021 13:09,5909.734375,5909.765625,53.7,53.7,trip,
-8.99632E+18,13/01/2021 13:10,13/01/2021 18:19,5909.765625,5909.765625,53.7,62.3,charge,120
-8.99632E+18,13/01/2021 18:19,13/01/2021 19:15,5909.765625,5996.625,62.3,41.5,trip,
-8.99632E+18,13/01/2021 19:19,13/01/2021 19:21,5996.625,5996.96875,41.5,41.5,trip,
-8.99632E+18,13/01/2021 19:22,13/01/2021 19:30,5996.96875,5996.96875,41.5,50.1,charge,
-8.99632E+18,13/01/2021 19:30,13/01/2021 20:46,5996.96875,5998.875,50.1,50.9,trip,
-8.99632E+18,13/01/2021 20:46,13/01/2021 21:57,5998.875,6084.390625,50.9,25.8,trip,
-8.99632E+18,13/01/2021 22:02,14/01/2021 00:07,6084.390625,6084.390625,25.8,29.4,charge,120
-8.99632E+18,14/01/2021 00:07,14/01/2021 00:12,6084.390625,6087.234375,29.4,28.2,trip,
-8.99632E+18,14/01/2021 00:13,14/01/2021 09:50,6087.234375,6087.234375,28.2,100,charge,240
-8.99632E+18,14/01/2021 09:50,14/01/2021 10:47,6087.234375,6163.546875,100,85.8,trip,
-8.99632E+18,14/01/2021 10:47,14/01/2021 10:52,6163.546875,6163.59375,85.8,85.4,trip,
-8.99632E+18,14/01/2021 10:52,14/01/2021 10:54,6163.59375,6164.609375,85.4,85.4,trip,
-8.99632E+18,14/01/2021 13:36,14/01/2021 13:37,6164.609375,6164.625,84.3,84.3,trip,
-8.99632E+18,14/01/2021 13:38,14/01/2021 13:45,6164.625,6165.65625,84.3,84.3,trip,
-8.99632E+18,14/01/2021 13:59,14/01/2021 14:08,6165.65625,6168.609375,84.3,83.5,trip,
