vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-8.99632E+18,16/04/2021 17:51,16/04/2021 18:10,19350.93197,19367.96875,69.4,68.2,trip,
-8.99632E+18,16/04/2021 19:37,16/04/2021 19:59,19367.96875,19373.53125,68.6,67.8,trip,
-8.99632E+18,16/04/2021 21:21,16/04/2021 22:29,19373.53125,19438.28125,67,53.7,trip,
-8.99632E+18,16/04/2021 22:50,16/04/2021 22:59,19438.28125,19442.375,53.3,52.1,trip,
-8.99632E+18,17/04/2021 09:03,17/04/2021 09:08,19442.375,19442.375,50.5,50.5,trip,
-8.99632E+18,17/04/2021 13:00,17/04/2021 13:18,19442.375,19463.03125,50.5,43.9,trip,
-8.99632E+18,17/04/2021 14:48,17/04/2021 15:03,19463.03125,19466.60938,44.3,43.9,trip,
-8.99632E+18,17/04/2021 15:31,17/04/2021 16:13,19466.60938,19466.60938,43.1,48.2,charge,240
-8.99632E+18,17/04/2021 16:13,17/04/2021 16:13,19466.60938,19467.75,48.2,48.2,trip,
-8.99632E+18,17/04/2021 16:13,17/04/2021 16:14,19467.75,19467.78125,48.2,48.2,trip,
-8.99632E+18,17/04/2021 16:15,17/04/2021 16:49,19467.78125,19467.78125,48.2,74.9,charge,DCCharging
-8.99632E+18,17/04/2021 16:49,17/04/2021 17:17,19467.78125,19489.5,74.9,69.8,trip,
-8.99632E+18,17/04/2021 18:50,17/04/2021 19:16,19489.5,19514.84375,70.5,66.2,trip,
-8.99632E+18,17/04/2021 19:27,17/04/2021 19:34,19514.84375,19518.29688,65.4,65,trip,
-8.99632E+18,17/04/2021 21:31,17/04/2021 21:32,19518.29688,19518.3125,64.3,64.3,trip,
-8.99632E+18,17/04/2021 23:02,17/04/2021 23:38,19518.3125,19552.76563,64.3,57.2,trip,
-8.99632E+18,17/04/2021 23:38,18/04/2021 00:10,19552.76563,19552.76563,57.2,80.3,charge,DCCharging
-8.99632E+18,18/04/2021 00:10,18/04/2021 00:18,19552.76563,19553.89063,80.3,80.3,trip,
-8.99632E+18,18/04/2021 03:16,18/04/2021 03:20,19553.89063,19554.34375,80,80,trip,
-8.99632E+18,18/04/2021 03:22,18/04/2021 04:05,19554.34375,19593.9375,80,69.8,trip,
-8.99632E+18,18/04/2021 10:11,18/04/2021 10:24,19593.95313,19608.8125,69.8,64.7,trip,
-8.99632E+18,18/04/2021 11:43,18/04/2021 12:35,19608.8125,19698.25,64.7,40,trip,
-8.99632E+18,18/04/2021 14:25,18/04/2021 14:40,19698.25,19712.14903,40.3,39.2,trip,
-8.99632E+18,18/04/2021 14:40,18/04/2021 14:55,19712.14903,19712.14903,39.2,58.8,charge,DCCharging
-8.99632E+18,18/04/2021 14:55,18/04/2021 15:29,19712.14903,19742.55035,58.8,52.1,trip,
-8.99632E+18,18/04/2021 15:29,18/04/2021 16:04,19742.55035,19742.55035,52.1,80.3,charge,DCCharging
-8.99632E+18,18/04/2021 16:04,18/04/2021 16:54,19742.55035,19787.35938,80.3,65.4,trip,
-8.99632E+18,18/04/2021 17:27,18/04/2021 19:42,19787.35938,19966.34375,65,18.4,trip,
-8.99632E+18,20/04/2021 01:08,20/04/2021 01:14,19966.34375,19969.07813,18.4,18.4,trip,
-8.99632E+18,20/04/2021 01:16,20/04/2021 02:21,19969.07813,19969.07813,18.4,80,charge,
-8.99632E+18,20/04/2021 02:21,20/04/2021 02:28,19969.07813,19970.125,80,80,trip,
-8.99632E+18,20/04/2021 02:32,20/04/2021 02:41,19970.125,19973.59375,79.6,79.2,trip,
