vin,timestamp,end_time,odo,end_odo,soc,end_soc,duration,avg_speed,event_id,event_charge,event_trip,charge_mode_120,charge_mode_240,charge_mode_DCCharging
2.0,2021-07-11 19:27:00,2021-07-11 19:52:00,20985.23438,21003.65625,9.8,6.2,25.0,44.212487999995936,1321,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-11 19:53:00,2021-07-11 20:06:00,21003.65625,21009.34375,62.0,54.0,13.0,26.25,1322,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-11 20:07:00,2021-07-11 20:46:00,21009.34375,21009.34375,5.4,5.8,39.0,0.0,1323,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-11 20:46:00,2021-07-11 21:11:00,21009.34375,21022.26563,5.8,3.9,25.0,31.01251200000406,1324,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-11 22:53:00,2021-07-11 23:02:00,21022.26563,21026.9375,54.1,52.5,9.0,31.145799999988718,1325,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-11 23:16:00,2021-07-11 23:28:00,21026.9375,21034.125,52.5,51.3,12.0,35.9375,1326,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-11 23:29:00,2021-07-12 08:25:00,21034.125,21034.125,51.3,61.9,536.0,0.0,1327,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-12 08:25:00,2021-07-12 11:01:00,21034.125,21165.45313,61.9,36.0,156.0,50.51081923076988,1328,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 11:02:00,2021-07-12 11:33:00,21165.45313,21165.45313,36.0,67.0,31.0,0.0,1329,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-12 11:33:00,2021-07-12 12:26:00,21165.45313,21214.5,67.0,57.6,53.0,55.524758490564125,1330,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 12:27:00,2021-07-12 12:30:00,21214.5,21215.89063,57.6,57.2,3.0,27.812600000033854,1331,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 12:56:00,2021-07-12 13:05:00,21215.89063,21222.32813,56.8,56.4,9.0,42.91666666666667,1332,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 13:15:00,2021-07-12 13:32:00,21222.32813,21234.09375,56.4,53.7,17.0,41.52571764705285,1333,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 13:37:00,2021-07-12 14:36:00,21234.09375,21303.54688,53.7,40.3,59.0,70.63030169491698,1334,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 14:43:00,2021-07-12 14:46:00,21303.54688,21303.90625,40.3,40.3,3.0,7.187399999966146,1335,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 14:57:00,2021-07-12 15:51:00,21303.90625,21378.03125,40.0,24.7,54.0,82.36111111111111,1336,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 15:52:00,2021-07-12 16:22:00,21378.03125,21378.03125,24.7,32.9,30.0,0.0,1337,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-12 16:22:00,2021-07-12 16:56:00,21378.03125,21409.53125,32.9,27.0,34.0,55.588235294117645,1338,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 17:00:00,2021-07-12 17:16:00,21409.53125,21419.39063,26.6,25.4,16.0,36.97267500000635,1339,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 17:29:00,2021-07-12 18:28:00,21419.39063,21451.26563,25.4,19.2,59.0,32.41525423728814,1340,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 18:29:00,2021-07-12 18:59:00,21451.26563,21451.26563,19.2,49.4,30.0,0.0,1341,1.0,0.0,0.0,0.0,0.0
2.0,2021-07-12 18:59:00,2021-07-12 20:55:00,21451.26563,21514.96875,49.4,36.0,116.0,32.94988965517154,1342,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 21:02:00,2021-07-12 21:23:00,21514.96875,21523.1875,36.0,34.5,21.0,23.482142857142858,1343,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 21:29:00,2021-07-12 21:44:00,21523.1875,21532.51563,34.5,33.3,15.0,37.31252000000677,1344,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-12 21:44:00,2021-07-12 23:46:00,21532.51563,21532.51563,33.3,49.8,122.0,0.0,1345,1.0,0.0,0.0,1.0,0.0
2.0,2021-07-12 23:46:00,2021-07-13 00:02:00,21532.51563,21541.39063,49.8,48.6,16.0,33.28125,1346,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 00:08:00,2021-07-13 00:21:00,21541.39063,21550.70313,47.8,47.4,13.0,42.980769230769226,1347,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 01:00:00,2021-07-13 01:13:00,21550.70313,21558.875,46.6,45.4,13.0,37.716323076915266,1348,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 01:13:00,2021-07-13 08:33:00,21558.875,21558.875,45.4,54.5,440.0,0.0,1349,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-13 08:33:00,2021-07-13 09:32:00,21558.875,21616.57813,54.5,43.9,59.0,58.681149152544094,1350,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 09:32:00,2021-07-13 09:41:00,21616.57813,21616.57813,43.9,44.7,9.0,0.0,1351,1.0,0.0,0.0,1.0,0.0
2.0,2021-07-13 09:41:00,2021-07-13 11:55:00,21616.57813,21717.85938,44.7,25.0,134.0,45.349813432835816,1352,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 11:56:00,2021-07-13 12:26:00,21717.85938,21717.85938,25.0,57.2,30.0,0.0,1353,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-13 12:26:00,2021-07-13 12:52:00,21717.85938,21738.15625,57.2,53.7,26.0,46.83893076922686,1354,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 13:04:00,2021-07-13 14:42:00,21738.15625,21832.40625,53.7,29.4,98.0,57.704081632653065,1355,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 14:54:00,2021-07-13 16:25:00,21832.40625,21922.28125,29.0,19.2,91.0,59.25824175824176,1356,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 16:43:00,2021-07-13 17:13:00,21922.28125,21938.15625,19.2,16.8,30.0,31.75,1357,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 17:13:00,2021-07-13 18:56:00,21938.15625,21938.15625,16.8,18.8,103.0,0.0,1358,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-13 18:56:00,2021-07-13 19:32:00,21938.15625,21958.95313,18.8,15.6,36.0,34.66146666666949,1359,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 19:33:00,2021-07-13 20:03:00,21958.95313,21958.95313,15.6,44.7,30.0,0.0,1360,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-13 20:03:00,2021-07-13 21:09:00,21958.95313,21991.90625,44.7,38.0,66.0,29.957381818180277,1361,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 21:10:00,2021-07-13 21:42:00,21991.90625,21991.90625,38.0,68.6,32.0,0.0,1362,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-13 21:42:00,2021-07-13 22:19:00,21991.90625,22012.40625,68.6,64.3,37.0,33.24324324324324,1363,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-13 22:31:00,2021-07-13 23:01:00,22012.40625,22029.70313,64.3,60.7,30.0,34.593760000003385,1364,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 02:28:00,2021-07-14 02:30:00,22029.71875,22030.25,57.6,57.2,2.0,15.9375,1365,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 02:32:00,2021-07-14 10:47:00,22030.25,22030.25,57.2,66.6,495.0,0.0,1366,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-14 10:47:00,2021-07-14 11:05:00,22030.25,22041.84375,66.6,65.4,18.0,38.645833333333336,1367,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 13:15:00,2021-07-14 13:32:00,22041.84375,22053.54688,65.0,63.1,17.0,41.30516470588833,1368,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 13:33:00,2021-07-14 14:05:00,22053.54688,22053.54688,63.1,63.5,32.0,0.0,1369,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-14 14:05:00,2021-07-14 14:17:00,22053.54688,22060.625,63.5,62.3,12.0,35.39059999999154,1370,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 14:25:00,2021-07-14 14:35:00,22060.625,22065.40625,61.9,61.9,10.0,28.6875,1371,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 14:44:00,2021-07-14 15:01:00,22065.40625,22075.60938,61.5,59.6,17.0,36.011047058829504,1372,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 15:02:00,2021-07-14 15:53:00,22075.60938,22075.60938,59.6,60.3,51.0,0.0,1373,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-14 15:53:00,2021-07-14 16:49:00,22075.60938,22103.48438,60.3,56.0,56.0,29.866071428571427,1374,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 16:50:00,2021-07-14 19:04:00,22103.48438,22103.48438,56.0,58.4,134.0,0.0,1375,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-14 19:04:00,2021-07-14 19:25:00,22103.48438,22115.57813,58.4,56.8,21.0,34.55357142857143,1376,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 19:31:00,2021-07-14 19:36:00,22115.57813,22118.125,56.8,56.8,5.0,30.562439999979688,1377,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 19:41:00,2021-07-14 19:54:00,22118.125,22126.95313,56.4,55.6,13.0,40.745215384623194,1378,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 20:06:00,2021-07-14 20:24:00,22126.95313,22137.4375,55.2,53.7,18.0,34.94789999999436,1379,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 22:45:00,2021-07-14 23:02:00,22137.4375,22150.82813,51.7,50.1,17.0,47.261047058829504,1380,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 23:24:00,2021-07-14 23:29:00,22150.82813,22154.03125,49.8,49.4,5.0,38.43743999997969,1381,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-14 23:51:00,2021-07-15 00:05:00,22154.03125,22165.54688,49.0,47.0,14.0,49.35270000000725,1382,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 00:21:00,2021-07-15 10:50:00,22165.5625,22165.5625,47.0,59.6,629.0,0.0,1383,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-15 10:50:00,2021-07-15 11:24:00,22165.5625,22179.54688,59.6,58.0,34.0,24.67831764706181,1384,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 11:24:00,2021-07-15 12:11:00,22179.54688,22185.67188,58.0,56.8,47.0,7.819148936170213,1385,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 12:23:00,2021-07-15 12:39:00,22185.67188,22197.0,56.4,55.2,16.0,42.48044999999365,1386,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 12:40:00,2021-07-15 12:47:00,22197.0,22199.51563,55.2,54.1,7.0,21.562542857157364,1387,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 13:11:00,2021-07-15 13:11:00,22207.875,22208.0625,52.9,52.9,0.0,0.0,1388,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 13:25:00,2021-07-15 13:52:00,22208.0625,22223.20313,52.9,49.8,27.0,33.64584444444821,1389,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 14:01:00,2021-07-15 14:44:00,22223.20313,22249.0625,49.8,45.8,43.0,36.08284186046276,1390,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 14:45:00,2021-07-15 16:37:00,22249.0625,22249.0625,45.8,47.4,112.0,0.0,1391,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-15 16:37:00,2021-07-15 20:11:00,22249.0625,22365.6875,47.4,28.2,214.0,32.69859813084112,1392,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-15 20:12:00,2021-07-15 20:27:00,22365.6875,22365.6875,28.2,44.7,15.0,0.0,1393,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-15 20:27:00,2021-07-15 21:19:00,22365.6875,22405.07813,44.7,37.2,52.0,45.450726923078875,1394,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 15:57:00,2021-07-16 16:28:00,22513.84375,22513.84375,34.5,65.8,31.0,0.0,1395,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-16 16:28:00,2021-07-16 17:42:00,22513.84375,22550.28125,65.8,59.6,74.0,29.543918918918916,1396,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 17:53:00,2021-07-16 19:48:00,22550.28125,22654.57813,59.6,38.0,115.0,54.41576347826175,1397,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 19:57:00,2021-07-16 20:36:00,22654.57813,22696.3125,37.6,29.4,39.0,64.20672307692047,1398,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 20:46:00,2021-07-16 21:41:00,22696.3125,22770.51563,29.0,14.1,55.0,80.94886909091095,1399,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 21:42:00,2021-07-16 22:12:00,22770.51563,22770.51563,14.1,43.1,30.0,0.0,1400,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-16 22:12:00,2021-07-16 22:32:00,22770.51563,22788.85938,43.1,40.3,20.0,55.03125,1401,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-16 22:33:00,2021-07-16 22:39:00,22788.85938,22791.375,40.3,40.0,6.0,25.156199999983073,1402,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 00:04:00,2021-07-17 00:18:00,22804.78125,22804.78125,37.6,37.6,14.0,0.0,1403,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 00:21:00,2021-07-17 00:27:00,22804.78125,22807.98438,37.6,37.2,6.0,32.03130000001693,1404,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 01:28:00,2021-07-17 01:42:00,22808.0,22819.51563,34.9,32.1,14.0,49.35270000000725,1405,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 01:43:00,2021-07-17 11:03:00,22819.51563,22819.51563,32.1,43.9,560.0,0.0,1406,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-17 11:03:00,2021-07-17 11:10:00,22819.51563,22822.03125,43.9,44.3,7.0,21.562457142842632,1407,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 11:11:00,2021-07-17 11:32:00,22822.03125,22841.07813,44.3,40.7,21.0,54.41965714286198,1408,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 11:33:00,2021-07-17 12:05:00,22841.07813,22841.07813,40.7,71.7,32.0,0.0,1409,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-17 12:05:00,2021-07-17 13:46:00,22841.07813,22948.0,71.7,47.8,101.0,63.517942574256416,1410,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 13:54:00,2021-07-17 16:13:00,22948.0,23063.85938,47.4,22.7,139.0,50.01124316546835,1411,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 16:14:00,2021-07-17 16:46:00,23063.85938,23063.85938,22.7,54.1,32.0,0.0,1412,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-17 16:46:00,2021-07-17 19:26:00,23063.85938,23158.79688,54.1,35.2,160.0,35.6015625,1413,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 20:01:00,2021-07-17 22:36:00,23158.79688,23242.3125,64.7,47.8,155.0,32.32862709677354,1414,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 23:05:00,2021-07-17 23:55:00,23242.3125,23272.3125,47.4,41.9,50.0,36.0,1415,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-17 23:55:00,2021-07-18 01:05:00,23272.3125,23272.64063,41.9,39.2,70.0,0.2812542857157366,1416,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 01:05:00,2021-07-18 12:28:00,23272.64063,23272.64063,39.2,52.1,683.0,0.0,1417,1.0,0.0,1.0,0.0,0.0
2.0,2021-07-18 12:28:00,2021-07-18 13:10:00,23272.64063,23306.23438,52.1,47.0,42.0,47.99107142857143,1418,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 13:15:00,2021-07-18 13:50:00,23306.23438,23339.375,47.0,40.7,35.0,56.81249142856852,1419,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 14:05:00,2021-07-18 17:16:00,23339.375,23491.28125,40.7,13.3,191.0,47.71924083769634,1420,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 17:17:00,2021-07-18 17:47:00,23491.28125,23491.28125,13.3,44.7,30.0,0.0,1421,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-18 17:47:00,2021-07-18 19:45:00,23491.28125,23550.8125,44.7,32.9,118.0,30.27012711864407,1422,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 19:46:00,2021-07-18 20:18:00,23550.8125,23550.8125,32.9,62.3,32.0,0.0,1423,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-18 20:18:00,2021-07-18 21:58:00,23550.8125,23621.89063,62.3,47.4,100.0,42.64687800000102,1424,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 22:00:00,2021-07-18 22:30:00,23621.89063,23621.89063,47.4,76.0,30.0,0.0,1425,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-18 22:30:00,2021-07-18 23:04:00,23621.89063,23646.95313,76.0,71.7,34.0,44.22794117647059,1426,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-18 23:06:00,2021-07-19 14:15:00,23646.95313,23646.95313,71.7,89.8,909.0,0.0,1427,1.0,0.0,0.0,0.0,0.0
2.0,2021-07-19 14:15:00,2021-07-19 17:41:00,23646.95313,23759.32813,89.8,68.2,206.0,32.730582524271846,1428,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-19 17:43:00,2021-07-19 18:55:00,23759.32813,23759.32813,68.2,69.0,72.0,0.0,1429,1.0,0.0,0.0,0.0,0.0
2.0,2021-07-19 18:55:00,2021-07-19 21:14:00,23759.32813,23828.64063,69.0,52.9,139.0,29.919064748201436,1430,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-19 21:25:00,2021-07-19 23:54:00,23828.64063,23915.20313,52.9,36.0,149.0,34.85738255033557,1431,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-19 23:56:00,2021-07-20 00:26:00,23915.20313,23915.20313,36.0,66.6,30.0,0.0,1432,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-20 00:26:00,2021-07-20 04:16:00,23915.20313,24094.375,66.6,31.3,230.0,46.740487826086515,1433,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-20 15:14:00,2021-07-20 15:16:00,24096.92188,24097.29688,44.7,44.7,2.0,11.25,1434,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-20 15:20:00,2021-07-20 17:52:00,24097.29688,24204.98438,44.3,24.3,152.0,42.50822368421053,1435,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-20 17:53:00,2021-07-20 18:24:00,24204.98438,24204.98438,24.3,55.6,31.0,0.0,1436,1.0,0.0,0.0,0.0,1.0
2.0,2021-07-20 18:24:00,2021-07-20 23:47:00,24204.98438,24410.57813,55.6,16.4,323.0,38.190789473684205,1437,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-20 23:48:00,2021-07-21 00:37:00,24410.57813,24434.39063,16.4,12.1,49.0,29.158163265306122,1438,0.0,1.0,0.0,0.0,0.0
2.0,2021-07-21 00:38:00,2021-07-21 10:58:00,24434.39063,24434.39063,12.1,24.7,620.0,0.0,1439,1.0,0.0,1.0,0.0,0.0
