vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode,duration,avg_speed,event_id
1.0,2021-01-19 12:41:00,2021-01-19 12:58:00,6777.3125,6783.890625,60.0,59.2,trip,0,17.0,23.216911764705884,280
1.0,2021-01-19 13:15:00,2021-01-19 13:30:00,6783.890625,6784.484375,58.4,58.4,trip,0,15.0,2.375,281
1.0,2021-01-19 15:01:00,2021-01-19 15:04:00,6784.484375,6785.125,58.0,58.0,trip,0,3.0,12.8125,282
1.0,2021-01-19 16:27:00,2021-01-19 17:29:00,6785.125,6864.15625,58.0,29.8,trip,0,62.0,76.48185483870967,283
1.0,2021-01-19 21:03:00,2021-01-20 18:20:00,6864.15625,6864.15625,32.1,69.4,charge,120,1277.0,0.0,284
1.0,2021-01-20 18:20:00,2021-01-20 18:23:00,6864.15625,6865.796875,69.4,69.0,trip,0,3.0,32.8125,285
1.0,2021-01-20 18:23:00,2021-01-20 20:39:00,6865.796875,6950.296875,69.0,50.5,trip,0,136.0,37.279411764705884,286
1.0,2021-01-20 20:39:00,2021-01-20 21:50:00,6950.296875,7000.1875,50.5,38.0,trip,0,71.0,42.161091549295776,287
1.0,2021-01-20 21:51:00,2021-01-20 22:38:00,7000.1875,7000.1875,38.0,79.6,charge,0,47.0,0.0,288
1.0,2021-01-20 22:38:00,2021-01-20 23:16:00,7000.1875,7057.0,79.6,61.9,trip,0,38.0,89.70394736842105,289
1.0,2021-01-21 00:19:00,2021-01-21 09:39:00,7057.0,7057.0,61.9,78.8,charge,120,560.0,0.0,290
1.0,2021-01-21 09:39:00,2021-01-21 10:51:00,7057.0,7137.109375,78.8,59.2,trip,0,72.0,66.7578125,291
1.0,2021-01-21 10:51:00,2021-01-21 10:54:00,7137.109375,7138.171875,59.2,59.2,trip,0,3.0,21.25,292
1.0,2021-01-21 13:33:00,2021-01-21 13:35:00,7138.171875,7138.171875,58.4,58.4,trip,0,2.0,0.0,293
1.0,2021-01-21 13:43:00,2021-01-21 14:03:00,7138.171875,7146.4375,58.0,56.8,trip,0,20.0,24.796875,294
1.0,2021-01-21 14:03:00,2021-01-21 14:51:00,7146.4375,7146.4375,56.8,82.7,charge,DCCharging,48.0,0.0,295
1.0,2021-01-21 14:51:00,2021-01-21 15:00:00,7146.4375,7149.375,82.7,82.3,trip,0,9.0,19.583333333333336,296
1.0,2021-01-21 15:59:00,2021-01-21 16:41:00,7149.375,7170.859375,82.3,76.4,trip,0,42.0,30.69196428571429,297
1.0,2021-01-21 16:50:00,2021-01-21 17:25:00,7170.859375,7189.78125,76.0,73.3,trip,0,35.0,32.4375,298
1.0,2021-01-21 17:39:00,2021-01-21 18:19:00,7189.78125,7189.78125,72.5,79.2,charge,240,40.0,0.0,299
1.0,2021-01-21 18:20:00,2021-01-21 18:59:00,7189.78125,7189.78125,79.2,85.0,charge,240,39.0,0.0,300
1.0,2021-01-21 18:59:00,2021-01-21 19:02:00,7189.78125,7190.9375,85.0,85.0,trip,0,3.0,23.125,301
1.0,2021-01-21 22:11:00,2021-01-21 23:19:00,7190.9375,7276.265625,85.0,60.3,trip,0,68.0,75.28952205882354,302
1.0,2021-01-21 23:19:00,2021-01-22 09:49:00,7276.265625,7276.265625,60.3,78.8,charge,120,630.0,0.0,303
1.0,2021-01-22 09:49:00,2021-01-22 10:56:00,7276.265625,7361.375,78.8,60.3,trip,0,67.0,76.21735074626865,304
1.0,2021-01-22 13:14:00,2021-01-22 13:31:00,7361.375,7371.640625,60.0,58.0,trip,0,17.0,36.231617647058826,305
1.0,2021-01-22 13:31:00,2021-01-22 14:52:00,7371.640625,7384.21875,58.0,54.9,trip,0,81.0,9.31712962962963,306
1.0,2021-01-22 14:52:00,2021-01-22 15:07:00,7384.21875,7390.328125,54.9,53.7,trip,0,15.0,24.4375,307
1.0,2021-01-22 15:27:00,2021-01-22 15:30:00,7390.328125,7390.609375,52.9,52.9,trip,0,3.0,5.625,308
1.0,2021-01-22 15:34:00,2021-01-22 16:10:00,7390.609375,7413.34375,52.9,47.4,trip,0,36.0,37.890625,309
1.0,2021-01-22 16:36:00,2021-01-22 17:25:00,7413.34375,7435.921875,46.6,43.9,trip,0,49.0,27.64668367346939,310
1.0,2021-01-22 17:25:00,2021-01-22 18:00:00,7435.921875,7435.921875,43.9,49.0,charge,240,35.0,0.0,311
1.0,2021-01-22 18:00:00,2021-01-22 19:28:00,7435.921875,7437.140625,49.0,49.0,trip,0,88.0,0.8309659090909092,312
1.0,2021-01-22 19:28:00,2021-01-22 21:59:00,7437.140625,7520.953125,49.0,28.2,trip,0,151.0,33.30298013245033,313
1.0,2021-01-22 21:59:00,2021-01-23 11:03:00,7520.953125,7520.953125,28.2,50.9,charge,120,784.0,0.0,314
1.0,2021-01-23 11:03:00,2021-01-23 11:41:00,7520.953125,7551.140625,50.9,42.7,trip,0,38.0,47.66447368421053,315
1.0,2021-01-23 11:41:00,2021-01-23 17:03:00,7551.140625,7619.759321,42.7,41.5,trip,0,322.0,12.786092422360333,316
1.0,2021-01-23 17:03:00,2021-01-24 14:29:00,7619.759321,7619.759321,41.5,78.8,charge,120,1286.0,0.0,317
1.0,2021-01-24 14:29:00,2021-01-24 15:23:00,7619.759321,7631.140625,78.8,59.2,trip,0,54.0,12.645893333332827,318
1.0,2021-01-24 19:28:00,2021-01-24 20:56:00,7631.140625,7725.734375,60.0,30.5,trip,0,88.0,64.49573863636364,319
1.0,2021-01-24 21:30:00,2021-01-25 17:20:00,7725.734375,7725.734375,30.5,65.4,charge,120,1190.0,0.0,320
1.0,2021-01-25 17:20:00,2021-01-25 17:31:00,7725.734375,7727.453125,65.4,65.4,trip,0,11.0,9.375,321
1.0,2021-01-25 17:38:00,2021-01-25 17:40:00,7727.453125,7727.75,65.4,65.4,trip,0,2.0,8.90625,322
1.0,2021-01-25 17:48:00,2021-01-25 17:57:00,7727.75,7728.875,65.0,64.7,trip,0,9.0,7.5,323
1.0,2021-01-25 17:57:00,2021-01-26 11:15:00,7728.875,7728.875,64.7,96.4,charge,120,1038.0,0.0,324
1.0,2021-01-26 11:15:00,2021-01-26 12:17:00,7728.875,7813.734375,96.4,75.2,trip,0,62.0,82.1219758064516,325
1.0,2021-01-26 13:39:00,2021-01-26 14:52:00,7813.734375,7905.984375,75.2,45.4,trip,0,73.0,75.82191780821918,326
1.0,2021-01-26 14:57:00,2021-01-27 18:14:00,7905.984375,7905.984375,45.4,94.5,charge,120,1637.0,0.0,327
1.0,2021-01-27 18:14:00,2021-01-27 19:13:00,7905.984375,7990.921875,94.5,77.2,trip,0,59.0,86.3771186440678,328
1.0,2021-01-27 20:38:00,2021-01-27 20:57:00,7990.921875,7997.9375,76.0,74.5,trip,0,19.0,22.154605263157897,329
1.0,2021-01-27 21:00:00,2021-01-27 22:05:00,7997.953125,8083.625,74.5,51.3,trip,0,65.0,79.08173076923077,330
1.0,2021-01-27 22:05:00,2021-01-27 22:12:00,8083.625,8085.234375,51.3,51.3,trip,0,7.0,13.794642857142858,331
1.0,2021-01-27 22:22:00,2021-01-27 22:25:00,8085.234375,8086.484375,50.9,50.9,trip,0,3.0,25.0,332
1.0,2021-01-28 00:23:00,2021-01-28 09:24:00,8086.484375,8086.484375,50.9,66.6,charge,120,541.0,0.0,333
1.0,2021-01-28 09:24:00,2021-01-28 10:43:00,8086.484375,8165.046875,66.6,47.4,trip,0,79.0,59.66772151898734,334
1.0,2021-01-28 10:43:00,2021-01-28 10:53:00,8165.046875,8166.09375,47.4,47.4,trip,0,10.0,6.28125,335
1.0,2021-01-28 14:03:00,2021-01-28 14:21:00,8166.109375,8172.59375,47.0,45.4,trip,0,18.0,21.614583333333336,336
1.0,2021-01-28 14:22:00,2021-01-28 14:51:00,8172.59375,8172.59375,45.4,67.0,charge,0,29.0,0.0,337
1.0,2021-01-28 14:51:00,2021-01-28 15:02:00,8172.59375,8175.859375,67.0,67.0,trip,0,11.0,17.8125,338
1.0,2021-01-28 16:00:00,2021-01-28 16:03:00,8175.875,8176.671875,66.2,66.2,trip,0,3.0,15.9375,339
1.0,2021-01-28 19:54:00,2021-01-28 19:57:00,8176.671875,8176.765625,68.2,68.2,trip,0,3.0,1.875,340
1.0,2021-01-28 22:05:00,2021-01-28 22:56:00,8176.765625,8262.65625,67.8,36.0,trip,0,51.0,101.04779411764706,341
1.0,2021-01-28 23:38:00,2021-01-29 09:53:00,8262.65625,8262.65625,36.4,54.5,charge,120,615.0,0.0,342
1.0,2021-01-29 09:53:00,2021-01-29 10:31:00,8262.65625,8300.625,54.5,43.9,trip,0,38.0,59.95065789473684,343
1.0,2021-01-29 10:31:00,2021-01-29 10:32:00,8300.625,8300.625,43.9,43.9,trip,0,1.0,0.0,344
1.0,2021-01-29 10:35:00,2021-01-29 12:48:00,8300.625,8300.625,44.3,47.8,charge,120,133.0,0.0,345
1.0,2021-01-29 12:48:00,2021-01-29 15:16:00,8300.625,8379.4375,47.8,29.4,trip,0,148.0,31.951013513513512,346
1.0,2021-01-29 15:16:00,2021-01-29 15:20:00,8379.4375,8380.578125,29.4,29.4,trip,0,4.0,17.109375,347
1.0,2021-01-29 15:28:00,2021-01-29 15:47:00,8380.578125,8386.171875,29.0,28.2,trip,0,19.0,17.664473684210527,348
1.0,2021-01-29 15:48:00,2021-01-29 16:34:00,8386.171875,8386.171875,28.2,74.5,charge,0,46.0,0.0,349
1.0,2021-01-29 16:34:00,2021-01-29 17:07:00,8386.171875,8391.75,74.5,73.3,trip,0,33.0,10.142045454545453,350
1.0,2021-01-29 17:07:00,2021-01-29 17:23:00,8391.75,8397.921875,73.3,72.9,trip,0,16.0,23.14453125,351
1.0,2021-01-29 17:24:00,2021-01-29 18:04:00,8397.921875,8397.921875,72.9,78.8,charge,240,40.0,0.0,352
1.0,2021-01-29 18:04:00,2021-01-29 18:07:00,8397.921875,8399.125,78.8,78.8,trip,0,3.0,24.0625,353
1.0,2021-01-29 19:44:00,2021-01-29 20:49:00,8399.125,8484.921875,76.0,52.1,trip,0,65.0,79.19711538461539,354
1.0,2021-01-29 21:19:00,2021-01-31 12:52:00,8484.921875,8484.921875,52.1,100.0,charge,120,2373.0,0.0,355
1.0,2021-01-31 12:52:00,2021-01-31 13:41:00,8484.921875,8568.421875,100.0,78.8,trip,0,49.0,102.24489795918367,356
1.0,2021-01-31 13:43:00,2021-01-31 13:49:00,8568.421875,8570.1875,78.8,78.4,trip,0,6.0,17.65625,357
1.0,2021-01-31 13:49:00,2021-01-31 15:18:00,8570.1875,8577.0,78.4,76.4,trip,0,89.0,4.592696629213483,358
1.0,2021-01-31 15:18:00,2021-01-31 15:23:00,8577.0,8578.4375,76.4,76.4,trip,0,5.0,17.25,359
1.0,2021-01-31 19:35:00,2021-01-31 20:32:00,8578.4375,8657.546875,76.0,52.9,trip,0,57.0,83.27302631578948,360
1.0,2021-01-31 21:37:00,2021-02-01 19:23:00,8657.546875,8657.546875,52.9,78.0,charge,120,1306.0,0.0,361
1.0,2021-02-01 19:23:00,2021-02-01 19:34:00,8657.546875,8660.953125,78.0,78.0,trip,0,11.0,18.579545454545457,362
1.0,2021-02-01 20:21:00,2021-02-01 20:24:00,8660.953125,8661.140625,77.6,77.6,trip,0,3.0,3.75,363
1.0,2021-02-01 20:34:00,2021-02-01 20:41:00,8661.140625,8664.078125,77.6,77.2,trip,0,7.0,25.178571428571427,364
1.0,2021-02-01 20:41:00,2021-02-01 21:51:00,8664.078125,8665.969882,77.2,76.8,trip,0,70.0,1.6215059999994992,365
1.0,2021-02-01 21:51:00,2021-02-02 17:09:00,8665.969882,8665.969882,76.8,100.0,charge,120,1158.0,0.0,366
1.0,2021-02-02 17:09:00,2021-02-02 17:13:00,8665.969882,8666.078125,100.0,99.6,trip,0,4.0,1.6236450000087643,367
1.0,2021-02-02 17:29:00,2021-02-02 17:36:00,8666.078125,8668.390625,99.6,99.6,trip,0,7.0,19.82142857142857,368
1.0,2021-02-02 17:46:00,2021-02-02 17:49:00,8668.390625,8669.59375,99.2,99.2,trip,0,3.0,24.0625,369
1.0,2021-02-02 17:49:00,2021-02-03 21:46:00,8669.59375,8759.53125,99.2,77.2,trip,0,1677.0,3.217799642218247,370
1.0,2021-02-03 21:46:00,2021-02-03 21:51:00,8759.53125,8761.359375,77.2,77.2,trip,0,5.0,21.9375,371
1.0,2021-02-03 22:39:00,2021-02-03 23:40:00,8761.359375,8819.265625,76.4,61.9,trip,0,61.0,56.95696721311476,372
1.0,2021-02-03 23:47:00,2021-02-03 23:50:00,8819.265625,8820.390625,61.1,61.1,trip,0,3.0,22.5,373
1.0,2021-02-03 23:54:00,2021-02-04 00:19:00,8820.390625,8853.3125,61.1,50.9,trip,0,25.0,79.0125,374
1.0,2021-02-04 01:22:00,2021-02-04 09:52:00,8853.3125,8853.3125,50.9,65.4,charge,120,510.0,0.0,375
1.0,2021-02-04 09:52:00,2021-02-04 10:54:00,8853.3125,8932.078125,65.4,49.0,trip,0,62.0,76.22479838709677,376
1.0,2021-02-04 10:54:00,2021-02-04 13:26:00,8932.078125,8932.109375,49.0,48.2,trip,0,152.0,0.012335526315789474,377
1.0,2021-02-04 13:26:00,2021-02-04 14:22:00,8932.109375,9011.171875,48.2,25.0,trip,0,56.0,84.70982142857143,378
1.0,2021-02-04 14:36:00,2021-02-04 14:41:00,9011.1875,9014.0,25.0,23.5,trip,0,5.0,33.75,379
1.0,2021-02-04 14:42:00,2021-02-04 22:47:00,9014.0,9014.0,23.5,74.5,charge,0,485.0,0.0,380
1.0,2021-02-04 22:47:00,2021-02-04 22:53:00,9014.0,9016.859375,74.5,74.5,trip,0,6.0,28.59375,381
1.0,2021-02-04 22:55:00,2021-02-04 22:55:00,9016.859375,9016.875,74.5,74.5,trip,0,0.0,0.0,382
1.0,2021-02-04 23:25:00,2021-02-04 23:33:00,9016.875,9022.390625,74.5,72.9,trip,0,8.0,41.3671875,383
1.0,2021-02-04 23:33:00,2021-02-04 23:52:00,9022.390625,9022.390625,72.9,75.2,charge,240,19.0,0.0,384
1.0,2021-02-04 23:52:00,2021-02-04 23:57:00,9022.390625,9025.5,75.2,73.7,trip,0,5.0,37.3125,385
1.0,2021-02-05 01:25:00,2021-02-05 01:34:00,9025.5,9033.484375,74.9,74.1,trip,0,9.0,53.22916666666667,386
1.0,2021-02-05 18:00:00,2021-02-05 18:00:00,9033.484375,9033.546875,73.7,73.7,trip,0,0.0,0.0,387
1.0,2021-02-05 18:10:00,2021-02-05 19:13:00,9033.546875,9119.140625,73.7,55.6,trip,0,63.0,81.51785714285714,388
1.0,2021-02-05 19:13:00,2021-02-05 19:24:00,9119.140625,9119.15625,55.6,56.4,charge,240,11.0,0.08522727272727273,389
1.0,2021-02-05 19:24:00,2021-02-05 19:28:00,9119.15625,9120.3125,56.4,56.4,trip,0,4.0,17.34375,390
1.0,2021-02-05 22:27:00,2021-02-06 00:21:00,9120.3125,9214.28125,56.4,33.3,trip,0,114.0,49.45723684210527,391
1.0,2021-02-06 16:28:00,2021-02-06 16:36:00,9214.28125,9217.203125,32.5,32.1,trip,0,8.0,21.9140625,392
1.0,2021-02-06 16:37:00,2021-02-06 21:44:00,9217.203125,9217.203125,32.1,63.9,charge,0,307.0,0.0,393
1.0,2021-02-06 21:44:00,2021-02-06 21:59:00,9217.203125,9225.171875,63.9,63.9,trip,0,15.0,31.875,394
1.0,2021-02-06 21:59:00,2021-02-07 13:00:00,9225.171875,9234.015625,63.9,62.7,trip,0,901.0,0.5889289678135404,395
1.0,2021-02-07 13:00:00,2021-02-07 13:52:00,9234.015625,9319.453125,62.7,41.9,trip,0,52.0,98.58173076923076,396
1.0,2021-02-07 15:01:00,2021-02-07 15:15:00,9319.453125,9326.046875,41.5,40.7,trip,0,14.0,28.25892857142857,397
1.0,2021-02-07 15:15:00,2021-02-07 19:40:00,9326.046875,9327.125,40.7,38.4,trip,0,265.0,0.24410377358490565,398
1.0,2021-02-07 19:40:00,2021-02-07 21:00:00,9327.125,9421.515625,38.4,8.6,trip,0,80.0,70.79296875,399
1.0,2021-02-08 11:13:00,2021-02-08 11:14:00,9421.515625,9421.578125,10.9,10.9,trip,0,1.0,3.75,400
1.0,2021-02-08 14:41:00,2021-02-08 14:44:00,9421.578125,9423.296875,10.5,10.1,trip,0,3.0,34.375,401
1.0,2021-02-08 14:58:00,2021-02-08 15:03:00,9423.296875,9425.171875,10.1,10.1,trip,0,5.0,22.5,402
1.0,2021-02-08 17:25:00,2021-02-08 17:32:00,9425.171875,9428.0,9.8,8.6,trip,0,7.0,24.241071428571427,403
1.0,2021-02-08 17:34:00,2021-02-08 17:39:00,9428.0,9428.0,8.6,8.6,trip,0,5.0,0.0,404
1.0,2021-02-08 17:39:00,2021-02-08 18:01:00,9428.0,9436.203125,8.6,7.8,trip,0,22.0,22.372159090909093,405
1.0,2021-02-08 18:07:00,2021-02-08 18:54:00,9436.203125,9436.203125,7.8,58.0,charge,DCCharging,47.0,0.0,406
1.0,2021-02-08 18:54:00,2021-02-08 19:13:00,9436.203125,9436.203125,58.0,74.5,charge,DCCharging,19.0,0.0,407
1.0,2021-02-08 19:13:00,2021-02-08 19:23:00,9436.203125,9439.96875,74.5,73.3,trip,0,10.0,22.59375,408
1.0,2021-02-08 19:23:00,2021-02-08 19:27:00,9439.96875,9441.171875,73.3,72.9,trip,0,4.0,18.046875,409
1.0,2021-02-10 18:59:00,2021-02-10 19:00:00,9441.1875,9441.203125,71.3,71.3,trip,0,1.0,0.9375,410
1.0,2021-02-10 19:01:00,2021-02-11 09:55:00,9441.203125,9441.203125,71.3,100.0,charge,240,894.0,0.0,411
1.0,2021-02-11 09:55:00,2021-02-11 10:57:00,9441.203125,9520.515625,100.0,82.3,trip,0,62.0,76.75403225806451,412
1.0,2021-02-11 13:30:00,2021-02-11 14:24:00,9520.515625,9599.359375,81.9,60.0,trip,0,54.0,87.60416666666667,413
1.0,2021-02-11 14:25:00,2021-02-11 18:33:00,9599.359375,9599.359375,60.0,81.9,charge,240,248.0,0.0,414
1.0,2021-02-11 18:33:00,2021-02-11 18:43:00,9599.359375,9602.375,81.9,81.9,trip,0,10.0,18.09375,415
1.0,2021-02-11 18:51:00,2021-02-11 19:00:00,9602.375,9604.4375,81.5,81.1,trip,0,9.0,13.75,416
1.0,2021-02-11 19:05:00,2021-02-11 20:16:00,9604.4375,9690.875,80.7,62.7,trip,0,71.0,73.04577464788733,417
1.0,2021-02-11 21:12:00,2021-02-11 21:24:00,9690.875,9695.40625,61.9,61.5,trip,0,12.0,22.65625,418
1.0,2021-02-11 21:37:00,2021-02-11 23:04:00,9695.40625,9785.4375,61.1,36.8,trip,0,87.0,62.09051724137931,419
1.0,2021-02-11 23:05:00,2021-02-12 14:16:00,9785.4375,9785.4375,36.8,100.0,charge,240,911.0,0.0,420
1.0,2021-02-12 14:16:00,2021-02-12 14:30:00,9785.4375,9793.375,100.0,98.8,trip,0,14.0,34.01785714285714,421
1.0,2021-02-12 15:44:00,2021-02-12 15:58:00,9793.375,9801.546875,98.8,96.8,trip,0,14.0,35.02232142857143,422
1.0,2021-02-12 17:32:00,2021-02-12 19:03:00,9801.546875,9894.421875,96.0,74.1,trip,0,91.0,61.23626373626374,423
1.0,2021-02-12 20:06:00,2021-02-12 22:20:00,9894.421875,9980.3125,73.7,55.6,trip,0,134.0,38.45848880597015,424
1.0,2021-02-12 22:20:00,2021-02-13 12:32:00,9980.3125,9980.3125,55.6,100.0,charge,240,852.0,0.0,425
1.0,2021-02-13 12:32:00,2021-02-13 13:23:00,9980.3125,10062.89063,100.0,79.2,trip,0,51.0,97.15074117647045,426
1.0,2021-02-12 13:52:00,2021-02-12 13:53:00,10062.90625,10063.0625,78.8,78.8,trip,0,1.0,9.375,427
1.0,2021-02-12 13:53:00,2021-02-12 22:27:00,10063.0625,10063.09375,78.8,79.2,trip,0,514.0,0.0036478599221789884,428
1.0,2021-02-12 22:27:00,2021-02-12 23:16:00,10063.09375,10142.79688,79.2,56.0,trip,0,49.0,97.59566938775495,429
2.0,2021-05-15 03:09:00,2021-05-15 17:21:00,4585.78125,4585.78125,27.4,44.7,charge,120,852.0,0.0,430
2.0,2021-05-15 17:21:00,2021-05-15 17:41:00,4585.78125,4595.21875,44.7,43.5,trip,0,20.0,28.3125,431
2.0,2021-05-15 17:42:00,2021-05-15 18:29:00,4595.21875,4595.21875,43.5,79.6,charge,DCCharging,47.0,0.0,432
2.0,2021-05-15 18:29:00,2021-05-15 18:53:00,4595.21875,4609.0,79.6,77.6,trip,0,24.0,34.453125,433
2.0,2021-05-15 18:56:00,2021-05-15 19:22:00,4609.0,4624.34375,77.6,74.9,trip,0,26.0,35.40865384615385,434
2.0,2021-05-15 19:24:00,2021-05-16 00:11:00,4624.34375,4792.734375,74.9,41.9,trip,0,287.0,35.2036149825784,435
2.0,2021-05-16 00:17:00,2021-05-16 00:29:00,4792.734375,4802.703125,41.9,40.3,trip,0,12.0,49.84375,436
2.0,2021-05-16 00:30:00,2021-05-16 00:34:00,4802.703125,4802.703125,40.3,40.7,charge,240,4.0,0.0,437
2.0,2021-05-16 00:34:00,2021-05-16 02:58:00,4802.703125,4906.609375,40.7,21.1,trip,0,144.0,43.294270833333336,438
2.0,2021-05-16 02:59:00,2021-05-16 15:42:00,4906.609375,4906.609375,21.1,36.8,charge,120,763.0,0.0,439
2.0,2021-05-16 15:42:00,2021-05-16 15:59:00,4906.609375,4916.046875,36.8,35.6,trip,0,17.0,33.30882352941177,440
2.0,2021-05-16 16:00:00,2021-05-16 17:00:00,4916.046875,4916.046875,35.6,85.0,charge,DCCharging,60.0,0.0,441
2.0,2021-05-16 17:00:00,2021-05-16 17:10:00,4916.046875,4922.90625,85.0,83.9,trip,0,10.0,41.15625,442
2.0,2021-05-16 18:40:00,2021-05-16 19:33:00,4930.921875,4967.875,81.5,75.6,trip,0,53.0,41.83372641509434,443
2.0,2021-05-16 19:34:00,2021-05-16 21:46:00,4967.875,5073.09375,75.6,53.7,trip,0,132.0,47.82670454545454,444
2.0,2021-05-16 21:47:00,2021-05-16 23:47:00,5073.09375,5073.09375,53.7,55.6,charge,120,120.0,0.0,445
2.0,2021-05-16 23:47:00,2021-05-17 02:15:00,5073.09375,5156.3125,55.6,40.7,trip,0,148.0,33.73733108108108,446
2.0,2021-05-17 02:16:00,2021-05-17 12:48:00,5156.3125,5156.3125,40.7,53.3,charge,120,632.0,0.0,447
2.0,2021-05-17 12:48:00,2021-05-17 13:04:00,5156.3125,5161.515625,53.3,52.5,trip,0,16.0,19.51171875,448
2.0,2021-05-17 13:07:00,2021-05-17 13:07:00,5161.515625,5161.53125,52.1,52.1,trip,0,0.0,0.0,449
2.0,2021-05-17 13:54:00,2021-05-17 14:19:00,5161.53125,5171.65625,52.1,50.9,trip,0,25.0,24.299999999999997,450
2.0,2021-05-17 14:20:00,2021-05-17 16:10:00,5171.65625,5171.65625,50.9,52.9,charge,120,110.0,0.0,451
2.0,2021-05-17 16:10:00,2021-05-17 19:51:00,5171.65625,5301.796875,52.9,29.4,trip,0,221.0,35.3322963800905,452
2.0,2021-05-17 19:55:00,2021-05-17 20:34:00,5301.796875,5318.875,29.4,27.0,trip,0,39.0,26.27403846153846,453
2.0,2021-05-17 20:36:00,2021-05-17 20:46:00,5318.875,5320.609375,27.0,27.0,trip,0,10.0,10.40625,454
2.0,2021-05-17 20:47:00,2021-05-17 21:47:00,5320.609375,5320.609375,27.0,35.2,charge,240,60.0,0.0,455
2.0,2021-05-17 21:47:00,2021-05-17 22:02:00,5320.609375,5328.546875,35.2,33.7,trip,0,15.0,31.75,456
2.0,2021-05-17 22:02:00,2021-05-17 22:17:00,5328.546875,5335.984375,33.7,32.5,trip,0,15.0,29.75,457
2.0,2021-05-17 22:18:00,2021-05-18 00:07:00,5335.984375,5335.984375,32.5,34.5,charge,120,109.0,0.0,458
2.0,2021-05-18 00:07:00,2021-05-18 00:35:00,5335.984375,5352.0625,34.5,32.1,trip,0,28.0,34.453125,459
2.0,2021-05-18 00:36:00,2021-05-18 01:37:00,5352.0625,5352.0625,32.1,82.7,charge,DCCharging,61.0,0.0,460
2.0,2021-05-18 01:37:00,2021-05-18 02:36:00,5352.0625,5392.28125,82.7,72.1,trip,0,59.0,40.900423728813564,461
2.0,2021-05-18 02:37:00,2021-05-18 12:09:00,5392.28125,5392.28125,72.1,83.5,charge,120,572.0,0.0,462
2.0,2021-05-18 12:09:00,2021-05-18 13:57:00,5392.28125,5484.109375,83.5,65.4,trip,0,108.0,51.015625,463
2.0,2021-05-18 14:24:00,2021-05-18 18:16:00,5484.109375,5648.609375,65.4,32.9,trip,0,232.0,42.543103448275865,464
2.0,2021-05-18 18:34:00,2021-05-18 19:31:00,5648.609375,5648.609375,32.9,34.1,charge,120,57.0,0.0,465
2.0,2021-05-18 19:31:00,2021-05-18 19:50:00,5648.609375,5660.828125,34.1,32.1,trip,0,19.0,38.58552631578947,466
2.0,2021-05-18 21:01:00,2021-05-18 21:08:00,5660.828125,5662.734375,32.1,32.1,trip,0,7.0,16.339285714285715,467
2.0,2021-05-18 21:09:00,2021-05-18 22:10:00,5662.734375,5662.734375,32.1,81.5,charge,0,61.0,0.0,468
2.0,2021-05-18 22:10:00,2021-05-18 23:57:00,5662.734375,5761.390625,81.5,61.1,trip,0,107.0,55.32126168224299,469
2.0,2021-05-18 23:58:00,2021-05-19 00:30:00,5761.390625,5783.21875,61.1,56.0,trip,0,32.0,40.927734375,470
2.0,2021-05-19 00:31:00,2021-05-19 01:22:00,5783.21875,5783.21875,56.0,56.8,charge,120,51.0,0.0,471
2.0,2021-05-19 01:22:00,2021-05-19 02:27:00,5783.21875,5850.03125,56.8,42.3,trip,0,65.0,61.67307692307693,472
2.0,2021-05-19 02:27:00,2021-05-19 10:08:00,5850.03125,5850.03125,42.3,51.7,charge,120,461.0,0.0,473
2.0,2021-05-19 10:08:00,2021-05-19 11:29:00,5850.03125,5906.265625,51.7,41.1,trip,0,81.0,41.65509259259259,474
2.0,2021-05-19 11:31:00,2021-05-19 12:31:00,5906.265625,5906.265625,41.1,83.1,charge,DCCharging,60.0,0.0,475
2.0,2021-05-19 12:31:00,2021-05-19 12:46:00,5906.265625,5915.03125,83.1,81.1,trip,0,15.0,35.0625,476
2.0,2021-05-19 13:48:00,2021-05-19 13:59:00,5915.03125,5918.46875,81.1,80.7,trip,0,11.0,18.75,477
2.0,2021-05-19 14:05:00,2021-05-19 14:24:00,5918.46875,5928.3125,80.3,79.6,trip,0,19.0,31.085526315789476,478
2.0,2021-05-19 14:29:00,2021-05-19 16:09:00,5928.3125,6001.046875,79.6,65.0,trip,0,100.0,43.640625,479
2.0,2021-05-19 16:29:00,2021-05-19 16:33:00,6001.046875,6001.046875,64.7,64.7,trip,0,4.0,0.0,480
2.0,2021-05-19 16:33:00,2021-05-19 18:16:00,6001.046875,6051.25,64.7,54.9,trip,0,103.0,29.24453883495146,481
2.0,2021-05-19 18:33:00,2021-05-19 18:51:00,6051.25,6063.265625,54.9,52.9,trip,0,18.0,40.052083333333336,482
2.0,2021-05-19 18:51:00,2021-05-19 21:05:00,6063.265625,6063.265625,52.9,72.9,charge,240,134.0,0.0,483
2.0,2021-05-19 21:05:00,2021-05-19 21:35:00,6063.265625,6078.125,72.9,69.8,trip,0,30.0,29.71875,484
2.0,2021-05-19 21:36:00,2021-05-20 10:29:00,6078.125,6078.125,69.8,85.0,charge,120,773.0,0.0,485
2.0,2021-05-20 10:29:00,2021-05-20 14:14:00,6078.125,6243.375,85.0,48.6,trip,0,225.0,44.06666666666667,486
2.0,2021-05-20 14:25:00,2021-05-20 14:44:00,6243.375,6250.46875,48.6,47.4,trip,0,19.0,22.401315789473685,487
